Crop Common Name ,Disease Name (Type),Scientific name,Treatment Methods
ಈರುಳ್ಳಿ,ಹಳದಿ ಕುಬ್ಜ ರೋಗ (Yellow Dwarf),ಆನಿಯನ್ ಯೆಲ್ಲೋ ಡ್ವಾರ್ಫ್ ವೈರಸ್,ಎಲೆಗಳು ಹಳದಿಯಾಗಿ ಕೆಳಕ್ಕೆ ಬಾಗುತ್ತವೆ. ಅಫಿಡ್ಸ್ ನಿಯಂತ್ರಣಕ್ಕೆ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡಗಳನ್ನು ತಕ್ಷಣ ಕಿತ್ತುಹಾಕಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ನೇರಳೆ ಮಚ್ಚೆ ರೋಗ (Purple Blotch),ಆಲ್ಟರ್ನೇರಿಯಾ ಪೋರಿ,ಎಲೆ ಮೇಲೆ ನೇರಳೆ ಚುಕ್ಕೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ (2.5g/L) ಅಥವಾ ಅಜೋಕ್ಸಿಸ್ಟ್ರೋಬಿನ್ ಸಿಂಪಡಿಸಿ. ಅಕ್ಟೋಬರ್ ಮಧ್ಯಭಾಗದಲ್ಲಿ ನಾಟಿ ಮಾಡುವುದು ಉತ್ತಮ.
ಬೆಳ್ಳುಳ್ಳಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ (Downy Mildew),ಪೆರೋನೋಸ್ಪೋರಾ ಡೆಸ್ಟ್ರಕ್ಟರ್,ಎಲೆ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ ಮತ್ತು ಬೂದು ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಎಲೆ ಒದ್ದೆಯಿದ್ದಾಗ ಹೊಲದಲ್ಲಿ ಕೆಲಸ ಮಾಡಬೇಡಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಸ್ಟೆಂಫಿಲಿಯಂ ಅಂಗಮಾರಿ,ಸ್ಟೆಂಫಿಲಿಯಂ ವೆಸಿಕೇರಿಯಮ್,ಎಲೆ ಮೇಲೆ ಉದ್ದನೆಯ ಕಂದು ಮಚ್ಚೆಗಳು. ಟೆಬುಕೊನಜೋಲ್ (1.5ml/L) ಅಥವಾ ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಧಾನ್ಯಗಳ ಜೊತೆ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ತುಕ್ಕು ರೋಗ (Rust),ಪಕ್ಸಿನಿಯಾ ಆಲ್ಲಿ,ಎಲೆ ಮೇಲೆ ಕಿತ್ತಳೆ ಅಥವಾ ಕೆಂಪು ಬಣ್ಣದ ಪುಡಿ ಇರುತ್ತದೆ. ಪ್ರೊಪಿಕೊನಜೋಲ್ (1ml/L) ಸಿಂಪಡಿಸಿ. ಬೆಳೆ ಉಳಿಕೆಗಳನ್ನು ನಾಶಪಡಿಸಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಮೊಸಾಯಿಕ್ ರೋಗ (ವೈರಸ್),ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮೇಲೆ ಹಳದಿ ಗೆರೆ ಮತ್ತು ಗಡ್ಡೆ ಸಣ್ಣದಾಗುತ್ತದೆ. ಅಫಿಡ್ಸ್ ಹತೋಟಿಗೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ. ವೈರಸ್ ಮುಕ್ತ ಬಿತ್ತನೆ ಗೆಡ್ಡೆ ಬಳಸಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಬುಡ ಕೊಳೆತ (Basal Rot),ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಬುಡದಲ್ಲಿ ಬಿಳಿ ಬೂಸಲು ಇರುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ (2g/L) ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ನಾಟಿ ಮುನ್ನ ಗೆಡ್ಡೆಗಳನ್ನು ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಬಿಳಿ ಕೊಳೆತ (White Rot),ಸ್ಕ್ಲೆರೋಶಿಯಂ ಸೆಪಿವೋರಮ್,ಬುಡದಲ್ಲಿ ಬಿಳಿ ಬೂಸಲು ಮತ್ತು ಸಣ್ಣ ಕಪ್ಪು ಕಲೆಗಳು. ಈ ರೋಗವಿರುವ ಹೊಲದಲ್ಲಿ 5-8 ವರ್ಷ ಬೆಳ್ಳುಳ್ಳಿ ಬೆಳೆಯಬೇಡಿ. ಉಪಕರಣಗಳನ್ನು ಸ್ವಚ್ಛವಾಗಿಡಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಕತ್ತಿನ ಕೊಳೆತ (Neck Rot),ಬೊಟ್ರೈಟಿಸ್ ಆಲ್ಲಿ,ದಾಸ್ತಾನಿನಲ್ಲಿ ಕತ್ತು ಮೆತ್ತಗಾಗುತ್ತದೆ. ನೆರಳಿನಲ್ಲಿ 10-12 ದಿನ ಸರಿಯಾಗಿ ಒಣಗಿಸಿ. ಕತ್ತರಿಸುವಾಗ 2-3 ಸೆಂಟಿಮೀಟರ್ ಕತ್ತು ಉಳಿಸಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮೆದು ಕೊಳೆತ,ಎರ್ವಿನಿಯಾ ಕ್ಯಾರೋಟೋವೋರಾ,ಪದರಗಳು ಮೆತ್ತಗಾಗಿ ಕೆಟ್ಟ ವಾಸನೆ ಬರುತ್ತದೆ. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ನೀರು ನಿಲ್ಲದಂತೆ ನೋಡಿಕೊಳ್ಳಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಗುಲಾಬಿ ಬೇರು ರೋಗ (Pink Root),ಫೋಮಾ ಟೆರೆಸ್ಟ್ರಿಸ್,ಬೇರುಗಳು ಕೆಂಪು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒಣಗುತ್ತವೆ. ಬೇಸಿಗೆಯಲ್ಲಿ ಮಣ್ಣಿನ ಸೌರ ಉಪಚಾರ ಮಾಡಿ. 4 ವರ್ಷ ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಕಪ್ಪು ಬೂಸಲು (Black Mold),ಆಸ್ಪರ್ಜಿಲಸ್ ನೈಜರ್,ದಾಸ್ತಾನಿನಲ್ಲಿ ಕಪ್ಪು ಪುಡಿ ಕಾಣುತ್ತದೆ. ತಾಪಮಾನ 30°C ಗಿಂತ ಕಡಿಮೆ ಇರುವಂತೆ ನೋಡಿ. ಗಡ್ಡೆಗಳಿಗೆ ಪೆಟ್ಟಾಗದಂತೆ ಜಾಗ್ರತೆ ವಹಿಸಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ನೀಲಿ ಬೂಸಲು (Blue Mold),ಪೆನಿಸಿಲಿಯಂ ಪ್ರಭೇದ,ಗೆಡ್ಡೆಗಳ ಮೇಲೆ ನೀಲಿ-ಹಸಿರು ಪುಡಿ ಕಾಣುತ್ತದೆ. ಬಿತ್ತನೆ ಗೆಡ್ಡೆಯನ್ನು ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಸಂಸ್ಕರಿಸಿ. ಕಡಿಮೆ ತೇವಾಂಶದಲ್ಲಿ ಶೇಖರಿಸಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಸ್ಮಡ್ಜ್ (Smudge),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಸರ್ಸಿನಾನ್ಸ್,ಹೊರ ಪದರದ ಮೇಲೆ ಕಪ್ಪು ಕಲೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿನ ನಂತರ ಗೆಡ್ಡೆಗಳು ಬೇಗ ಒಣಗುವಂತೆ ನೋಡಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಎಂಬೆಲಿಸಿಯಾ ಚರ್ಮದ ಮಚ್ಚೆ,ಎಂಬೆಲಿಸಿಯಾ ಆಲ್ಲಿ,ಹೊರ ಚರ್ಮದ ಮೇಲೆ ಮಸಿಯಂತಹ ಕಲೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಇದು ಕೇವಲ ಚರ್ಮಕ್ಕೆ ಮಾತ್ರ ಸೀಮಿತವಾಗಿರುತ್ತದೆ.
ಬೆಳ್ಳುಳ್ಳಿ,ಮೇಣದಂತಹ ಕೊಳೆತ (Waxy),ಬ್ಯಾಸಿಲಸ್ ಪ್ರಭೇದ,ಗೆಡ್ಡೆಗಳು ಹಳದಿಯಾಗಿ ಮೇಣದಂತೆ ಮೆತ್ತಗಾಗುತ್ತವೆ. ಇದು ಅತಿ ಶಾಖದಿಂದ ಆಗುತ್ತದೆ. 25°C ಗಿಂತ ಕಡಿಮೆ ಶಾಖದಲ್ಲಿ ಶೇಖರಿಸಿ.
ಬೆಳ್ಳುಳ್ಳಿ,ಐರಿಸ್ ಹಳದಿ ಚುಕ್ಕೆ ವೈರಸ್,ಐರಿಸ್ ಯೆಲ್ಲೋ ಸ್ಪಾಟ್ ವೈರಸ್ (IYSV),ಎಲೆ ಮೇಲೆ ವಜ್ರಾಕಾರದ ಚುಕ್ಕೆಗಳು. ನುಸಿ (Thrips) ನಿಯಂತ್ರಣಕ್ಕೆ ಫಿಪ್ರೋನಿಲ್ ಬಳಸಿ. ನೀಲಿ ಅಂಟು ಬಲೆ ಬಳಸಿ.
ಶುಂಠಿ,ಮೆದು ಕೊಳೆತ / ಗಡ್ಡೆ ಕೊಳೆತ,ಎರ್ವಿನಿಯಾ / ಪೆಕ್ಟೋಬ್ಯಾಕ್ಟೀರಿಯಂ,ಎಲೆ ಹಳದಿಯಾಗಿ ಗಡ್ಡೆ ಮೆತ್ತಗೆ ಕೊಳೆಯುತ್ತದೆ. ಅತಿ ಅಪಾಯಕಾರಿ. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. 30cm ಎತ್ತರದ ಪಾತಿ ಬಳಸಿ.
ಶುಂಠಿ,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಬಾಡು ರೋಗ,ರಾಲ್ಸ್ಟೋನಿಯಾ ಸೊಲಾನೇಸಿಯಾರಮ್,ಗಿಡ ದಿಢೀರನೆ ಹಳದಿಯಾಗಿ ಬಾಡುತ್ತದೆ. ಬಿತ್ತನೆ ಮುನ್ನ ಶುಂಠಿಯನ್ನು ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ. ರೋಗವಿರುವ ಗಿಡ ಸುಟ್ಟು ಹಾಕಿ.
ಶುಂಠಿ,ಹಳದಿ / ಫ್ಯುಸೇರಿಯಂ ಬಾಡು,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಎಲೆ ಹಳದಿಯಾಗಿ ಸುರುಟಿಕೊಳ್ಳುತ್ತದೆ. ಬುಡಕ್ಕೆ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ (2g/L) ಸುರಿಯಿರಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಬೆರೆಸಿ.
ಶುಂಠಿ,ಎಲೆ ಮಚ್ಚೆ ರೋಗ (Leaf Spot),ಫೈಲೋಸ್ಟಿಕ್ಟಾ ಜಿಂಜಿಬೆರಿಸ್,ಬಿಳಿ ಮಧ್ಯಭಾಗವಿರುವ ಸಣ್ಣ ಕಂದು ಚುಕ್ಕೆಗಳು. ಮ್ಯಾಂಕೊಜೆಬ್ (2.5g/L) ಅಥವಾ ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಸರಿಯಾದ ಅಂತರ ಕಾಪಾಡಿ.
ಶುಂಠಿ,ಫೈಲೋಸ್ಟಿಕ್ಟಾ ಎಲೆ ಮಚ್ಚೆ,ಫೈಲೋಸ್ಟಿಕ್ಟಾ ಜಿಂಜಿಬೆರಿಸ್,ಎಲೆಗಳ ಮೇಲೆ ದೊಡ್ಡ ಮಚ್ಚೆಗಳಾಗಿ ರಂಧ್ರಗಳಾಗುತ್ತವೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಹಳೆಯ ಸೊಪ್ಪನ್ನು ಸುಟ್ಟು ಹಾಕಿ.
ಶುಂಠಿ,ದಾರದಂತಹ ಅಂಗಮಾರಿ (Thread),ಕಾರ್ಟಿಸಿಯಮ್ ಪ್ರಭೇದ,ಎಲೆ ಕೆಳಗೆ ಬಿಳಿ ದಾರದಂತಹ ಬೂಸಲು ಇರುತ್ತದೆ. ಶೇ 1 ರ ಬೋರ್ಡೋ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ. ಹೊಲದಲ್ಲಿ ಗಾಳಿ-ಬೆಳಕು ಚೆನ್ನಾಗಿರುವಂತೆ ನೋಡಿ.
ಶುಂಠಿ,ದಾಸ್ತಾನು ಕೊಳೆತ (Storage Rot),ಫ್ಯುಸೇರಿಯಂ / ಪೈಥಿಯಂ,ಶೇಖರಣೆ ಮಾಡಿದ ಶುಂಠಿ ಕೊಳೆಯುತ್ತದೆ. ದಾಸ್ತಾನು ಮುನ್ನ ಮ್ಯಾಂಕೊಜೆಬ್ (3g/L) ನಲ್ಲಿ ಅದ್ದಿ ನೆರಳಿನಲ್ಲಿ ಒಣಗಿಸಿ. ತಂಪಾದ ಗುಂಡಿಗಳಲ್ಲಿ ಶೇಖರಿಸಿ.
ಶುಂಠಿ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಶುಂಠಿಯ ಮೇಲೆ ಗಂಟುಗಳು ಕಾಣುತ್ತವೆ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ (400kg/acre) ಬಳಸಿ. ಚೆಂಡುಹೂವನ್ನು ಬದುವಿನ ಮೇಲೆ ಬೆಳೆಸಿ.
ಶುಂಠಿ,ಗಡ್ಡೆ ಶಲ್ಕ ಕೀಟ (Rhizome Scale),ಆಸ್ಪಡಿಯೋಟಸ್ ಹಾರ್ಟಿ,ಶುಂಠಿ ಮುರುಟಿದಂತೆ ಕಾಣುತ್ತದೆ. ಬಿತ್ತನೆ ಮುನ್ನ ಕ್ವಿನಾಲ್‌ಫಾಸ್ (2ml/L) ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ ಸಂಸ್ಕರಿಸಿ.
ಶುಂಠಿ,ಮೊಸಾಯಿಕ್ ರೋಗ (ವೈರಸ್),ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆಗಳ ಮೇಲೆ ಹಳದಿ ಮಚ್ಚೆ ಇರುತ್ತದೆ. ಅಫಿಡ್ಸ್ ಮತ್ತು ನುಸಿ ಕೀಟಗಳನ್ನು ಬೇವಿನ ಎಣ್ಣೆಯಿಂದ ನಿಯಂತ್ರಿಸಿ.
ಶುಂಠಿ,ಒಣ ಕೊಳೆತ (Dry Rot),ಫ್ಯುಸೇರಿಯಂ / ಪ್ರಾಟೈಲೆಂಚಸ್,ಶುಂಠಿ ಹಗುರವಾಗಿ ಬಿರುಕು ಬಿಡುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಗಾಯವಾಗದಂತೆ ನೋಡಿ. ಪ್ರೊಪಿಕೊನಜೋಲ್‌ನಲ್ಲಿ ಅದ್ದಿ ಸಂಸ್ಕರಿಸಿ.
ಶುಂಠಿ,ವರ್ಮಿಕ್ಯುಲೇರಿಯಾ ಅಂಗಮಾರಿ,ವರ್ಮಿಕ್ಯುಲೇರಿಯಾ (ಕೊಲೆಟೊಟ್ರೈಕಮ್),ಎಲೆ ಮಚ್ಚೆಗಳ ಮೇಲೆ ಸಣ್ಣ ಕಪ್ಪು ಚುಕ್ಕೆಗಳಿರುತ್ತವೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಹೊಲದ ಸುತ್ತಲಿನ ಕಳೆಗಳನ್ನು ತೆಗೆಯಿರಿ.
ಶುಂಠಿ,ಬುಡ ಕೊಳೆತ (Collar Rot),ಸ್ಕ್ಲೆರೋಶಿಯಂ ರಾಲ್ಫಿಸೈ,ಕಾಂಡದ ಬುಡ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಕೊಳೆಯುತ್ತದೆ. ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಸುಣ್ಣ (Lime) ಬಳಸಿ.
ಶುಂಠಿ,ಲೆಪ್ಟೋಸ್ಫೇರಿಯಾ ಎಲೆ ಮಚ್ಚೆ,ಲೆಪ್ಟೋಸ್ಫೇರಿಯಾ ಪ್ರಭೇದ,ಮಳೆಗಾಲದ ಕೊನೆಯಲ್ಲಿ ಬಿಳಿ ಮಚ್ಚೆಗಳು ಕಾಣುತ್ತವೆ. ಜಿನೆಬ್ (2g/L) ಸಿಂಪಡಿಸಿ. ಬೆಳೆ ಉಳಿಕೆಗಳನ್ನು ಸ್ವಚ್ಛಗೊಳಿಸಿ.
ಶುಂಠಿ,ಆರ್ಮಿಲೇರಿಯಾ ಬೇರು ಕೊಳೆತ,ಆರ್ಮಿಲೇರಿಯಾ ಮೆಲ್ಲಿಯಾ,ಗಡ್ಡೆಯ ಕೆಳಗೆ ಅಣಬೆಯಂತಹ ಬಿಳಿ ಬೆಳವಣಿಗೆ ಇರುತ್ತದೆ. ರೋಗವಿರುವ ಗಿಡವನ್ನು ಮಣ್ಣಿನ ಸಮೇತ ತೆಗೆದುಹಾಕಿ.
ಶುಂಠಿ,ಹಳದಿ ಎಲೆ ಗೆರೆ ರೋಗ (Viral),ವೈರಸ್ ರೋಗ,ಎಲೆಗಳ ಮೇಲೆ ಉದ್ದನೆಯ ಹಳದಿ ಗೆರೆಗಳು ಕಾಣುತ್ತವೆ. ಉಪಕರಣಗಳನ್ನು ಬ್ಲೀಚಿಂಗ್ ಪುಡಿಯಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ. ವೈರಸ್ ಮುಕ್ತ ಬಿತ್ತನೆ ಬಳಸಿ.
ಕುಂಬಳಕಾಯಿ,ಬೂದಿ ರೋಗ (Powdery Mildew),ಎರಿಸೈಫಿ ಸಿಕೋರಾಸಿಯಾರಮ್,ಎಲೆ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಕಾಣುತ್ತದೆ. ಹೆಕ್ಸಾಕೊನಜೋಲ್ (2ml/L) ಅಥವಾ ಗಂಧಕ (3g/L) ಸಿಂಪಡಿಸಿ. ಅಡುಗೆ ಸೋಡಾ (5g/L) ಮಿಶ್ರಿತ ನೀರನ್ನು ಬಳಸಬಹುದು.
ಕುಂಬಳಕಾಯಿ,ಡೌನಿ ಮಿಲ್ಡ್ಯೂ,ಸ್ಯೂಡೋಪೆರೋನೋಸ್ಪೋರಾ ಕ್ಯೂಬೆನ್ಸಿಸ್,"ಎಲೆ ಮೇಲೆ ಹಳದಿ ಚುಕ್ಕೆ, ಕೆಳಗೆ ಬೂದು ಬೂಸಲು. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ + ಮ್ಯಾಂಕೊಜೆಬ್ ಬಳಸಿ. ಹನಿ ನೀರಾವರಿ ಬಳಸುವುದು ಉತ್ತಮ."
ಕುಂಬಳಕಾಯಿ,ಅಂಟು ಕಾಂಡದ ರೋಗ (Gummy Stem),ಡಿಡಿಮೆಲ್ಲಾ ಬ್ರಯೋನಿಯೇ,ಕಾಂಡದಿಂದ ಕೆಂಪು-ಕಂದು ಬಣ್ಣದ ಅಂಟು ಬರುತ್ತದೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಅಥವಾ ಥಿಯೋಫನೇಟ್ ಮಿಥೈಲ್ ಸಿಂಪಡಿಸಿ. ಹಳೆಯ ಬಳ್ಳಿಗಳನ್ನು ಸುಟ್ಟು ಹಾಕಿ.
ಕುಂಬಳಕಾಯಿ,ಹಳದಿ ನರ ಮೊಸಾಯಿಕ್,ಯೆಲ್ಲೋ ವೇನ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ನರಗಳು ಹಳದಿಯಾಗುತ್ತವೆ. ಬಿಳಿ ನೊಣ ಹತೋಟಿಗೆ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಅಥವಾ ಬೇವಿನ ಎಣ್ಣೆ ಬಳಸಿ. ರೋಗವಿರುವ ಗಿಡ ಕಿತ್ತು ಹೂತು ಹಾಕಿ.
ಕುಂಬಳಕಾಯಿ,ಅಂತ್ರಾಕ್ನೋಸ್ (Anthracnose),ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಆರ್ಬಿಕ್ಯುಲೇರ್,ಎಲೆ ಮತ್ತು ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಕಪ್ಪು ಚುಕ್ಕೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್ ಸಿಂಪಡಿಸಿ. ಬಿತ್ತನೆ ಮುನ್ನ ಥೈರಾಮ್‌ನಿಂದ ಬೀಜೋಪಚಾರ ಮಾಡಿ.
ಕುಂಬಳಕಾಯಿ,ಕೋನೀಯ ಎಲೆ ಚುಕ್ಕೆ,ಸ್ಯೂಡೋಮೋನಾಸ್ ಸಿರಿಂಗೆ,ಎಲೆ ಮೇಲೆ ಚೌಕಾಕಾರದ ನೀರಿನಂತ ಚುಕ್ಕೆಗಳು. ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ (1g/10L) ಮತ್ತು ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಬೆಳೆ ಪರಿವರ್ತನೆ ಮಾಡಿ.
ಕುಂಬಳಕಾಯಿ,ಅಲ್ಟರ್ನೇರಿಯಾ ಅಂಗಮಾರಿ,ಆಲ್ಟರ್ನೇರಿಯಾ ಕುಕುಮೆರಿನಾ,ಎಲೆ ಮೇಲೆ ವೃತ್ತಾಕಾರದ ಕಂದು ಮಚ್ಚೆ. ಮ್ಯಾಂಕೊಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಮಣ್ಣಿಗೆ ಪೊಟ್ಯಾಶ್ ಗೊಬ್ಬರ ನೀಡುವುದರಿಂದ ರೋಗ ನಿರೋಧಕ ಶಕ್ತಿ ಹೆಚ್ಚುತ್ತದೆ.
ಕುಂಬಳಕಾಯಿ,ಫ್ಯುಸೇರಿಯಂ ಬಾಡು ರೋಗ,ಫ್ಯುಸೇರಿಯಂ ಆಕ್ಸಿಸ್ಪೋರಮ್,ಗಿಡ ಹಗಲು ಹೊತ್ತಿನಲ್ಲಿ ದಿಢೀರನೆ ಬಾಡುತ್ತದೆ. ಕಾರ್ಬನ್ ಡೈಜಿಮ್‌ನಿಂದ ಮಣ್ಣು ನೆನೆಸಿ. ಮಣ್ಣಿಗೆ ಟ್ರೈಕೋಡರ್ಮಾ ಜೈವಿಕ ಗೊಬ್ಬರ ಬೆರೆಸಿ.
ಕುಂಬಳಕಾಯಿ,ಫೈಟೊಪ್ಥೋರಾ ಹಣ್ಣು ಕೊಳೆತ,ಫೈಟೊಪ್ಥೋರಾ ಕ್ಯಾಪ್ಸಿಸಿ,ಮಣ್ಣಿಗೆ ತಾಗುವ ಹಣ್ಣು ಬಿಳಿ ಬೂಸಲು ಬಂದು ಕೊಳೆಯುತ್ತದೆ. ಮೆಟಾಲ್ಯಾಕ್ಸಿಲ್ ಸಿಂಪಡಿಸಿ. ಹಣ್ಣು ಮಣ್ಣಿಗೆ ತಾಗದಂತೆ ಹೊದಿಕೆ (Mulch) ಬಳಸಿ.
ಕುಂಬಳಕಾಯಿ,ಬೇರು ಗಂಟು ಜಂತುಹುಳು,ಮೆಲೋಯಿಡೋಗೈನೆ ಪ್ರಭೇದ,ಬೇರುಗಳಲ್ಲಿ ಗಂಟುಗಳಾಗಿ ಗಿಡ ಸೊರಗುತ್ತದೆ. ಸಾಲುಗಳ ಮಧ್ಯೆ ಚೆಂಡುಹೂ ಬೆಳೆಸಿ. ಮಣ್ಣಿಗೆ ಬೇವಿನ ಹಿಂಡಿ (250kg/acre) ಬಳಸಿ.
ಕುಂಬಳಕಾಯಿ,ಸ್ಕ್ಯಾಬ್ ರೋಗ (Scab),ಕ್ಲಾಡೋಸ್ಪೊರಿಯಂ ಕುಕುಮೆರಿನಮ್,ಹಣ್ಣಿನ ಮೇಲೆ ತಗ್ಗು ಬಿದ್ದ ಚುಕ್ಕೆಗಳಾಗಿ ದ್ರವ ಬರುತ್ತದೆ. ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಒಣ ಹವಾಮಾನದಲ್ಲಿ ನೀರು ಹರಿಸುವಾಗ ಎಲೆಗೆ ತಾಗದಂತೆ ನೋಡಿ.
ಕುಂಬಳಕಾಯಿ,ಸೌತೆಕಾಯಿ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಕುಕುಂಬರ್ ಮೊಸಾಯಿಕ್ ವೈರಸ್,ಎಲೆ ಮುದುಡುವುದು ಮತ್ತು ಹಣ್ಣು ವಿಕಾರವಾಗುವುದು. ಅಫಿಡ್ಸ್ ಕೀಟಗಳ ನಿಯಂತ್ರಣಕ್ಕೆ ಹಳದಿ ಅಂಟು ಬಲೆ ಬಳಸಿ. ಹೊಲದ ಸುತ್ತಲಿನ ಕಳೆ ಕಿತ್ತುಹಾಕಿ.
ಕುಂಬಳಕಾಯಿ,ಬುಡ ಕೊಳೆತ (Belly Rot),ರೈಜೋಕ್ಟೋನಿಯಾ ಸೊಲಾನಿ,ಹಣ್ಣಿನ ಕೆಳಭಾಗ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒಣಗುತ್ತದೆ. ಹಣ್ಣಿನ ಅಡಿಯಲ್ಲಿ ಒಣಹುಲ್ಲು ಅಥವಾ ಪ್ಲಾಸ್ಟಿಕ್ ಹಾಕಿ ಮಣ್ಣಿಗೆ ತಾಗದಂತೆ ನೋಡಿ.
