uid,created_at,updated_at,deleted_at,category_id,category_type,url,name_en,name_kn,name_hn,name_ta,name_te,name_ml,name_mr,name_gu,name_bn,name_or,name_pa,name_ur,name_ne
master_icons_42c5ee60-886c-471c-a7c4-0f2137bb827f,2026-01-14 12:20:48.145 +0530,,,fruit_069,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Golden_Kiwi.jpg,Golden_Kiwi,ಗೋಲ್ಡನ್ ಕಿವಿ,गोल्डन कीवी,கோல்டன்_கிவி,గోల్డెన్_కివి,ഗോൾഡൻ_കിവി,गोल्डन_किवी,ગોલ્ડન_કિવી,গোল্ডেন_কিউই,ସୁବର୍ଣ୍ଣ_କିୱି,ਗੋਲਡਨ_ਕੀਵੀ,گولڈن_کیوی,गोल्डेन_किवी
master_icons_f8902f2f-2f73-4cf0-bf2c-db65923eced4,2026-01-14 12:20:48.145 +0530,,,fruit_070,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Gooseberry%20.jpg,Gooseberry,ನೆಲ್ಲಿಕಾಯಿ,करौंदा,நெல்லிக்காய்,గూస్బెర్రీ,നെല്ലിക്ക,गुसबेरी,ગૂસબેરી,আমলকী,ଗୁସବେରୀ,ਕਰੌਦਾ,کروندا,गुजबेरी
master_icons_c8857304-3b69-44e8-a51c-bdd63639256e,2026-01-14 12:20:48.145 +0530,,,fruit_071,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Governor’s_Plum.jpg,Governor’S_Plum,ಗವರ್ನರ್ಸ್ ಪ್ಲಮ್,गवर्नर प्लम,கவர்னர்ஸ்_பிளம்,గవర్నర్_ప్లం,ഗവർണറുടെ_പ്ലം,गव्हर्नरचा प्लम,ગવર્નરનું_પ્લમ,গভর্নরের প্লাম,ରାଜ୍ୟପାଳଙ୍କ_ପ୍ଲମ୍,ਗਵਰਨਰ ਦਾ ਪਲਮ,گورنر کا ایس_پلم,गभर्नरको_प्लम
master_icons_452d70d8-9abd-40f0-84e0-be6574251fcb,2026-01-14 12:20:48.145 +0530,,,fruit_072,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Grapefruit.jpg,Grapefruit,ಚಕ್ಕೋತ,चकोतरा,திராட்சைப்பழம்,ద్రాక్షపండు,ചെറുമധുരനാരങ്ങ,द्राक्षफळ,ગ્રેપફ્રૂટ,জাম্বুরা,ଅଙ୍ଗୁର,ਚਕੋਤਰਾ,گریپ فروٹ,अंगुर
master_icons_baaadf16-ce79-4fca-9834-cb7e5d39efdd,2026-01-14 12:20:48.145 +0530,,,fruit_073,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Ice_Apple.png,Ice_Apple,ತಾಟಿ ನುಂಗು,ताड़ गोला,ஐஸ்_ஆப்பிள்,ఐస్_ఆపిల్,ഐസ്_ആപ്പിൾ,बर्फ_सफरचंद,બરફ_સફરજન,বরফ_আপেল,ଆଇସ୍_ଆପଲ,ਆਈਸ_ਐਪਲ,آئس_ایپل,आइस_एप्पल
master_icons_e791a6b1-388c-4100-b0af-5c7d40d63423,2026-01-14 12:20:48.145 +0530,,,fruit_074,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Illawarra_Plum.jpg,Illawarra_Plum,ಇಲ್ಲಾವರ ಪ್ಲಮ್,इलावारा प्लम,இல்லவர்ரா_பிளம்,ఇల్లవర్రా_ప్లం,ഇല്ലവാര_പ്ലം,इल्लावरा_प्लम,ઇલાવારા_પ્લમ,ইলাওয়ারা_প্লাম,ଇଲାୱାରା_ପ୍ଲମ୍,ਇਲਾਵਾਰਾ_ਪਲਮ,الاوارا پلم,इलावारा_प्लम
master_icons_a2979c35-d2f5-42b3-b54a-583727236460,2026-01-14 12:20:48.145 +0530,,,fruit_075,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Indian_Fig.jpg,Indian_Fig,ಅತ್ತಿ ಹಣ್ಣು,गूलर,இந்திய_படம்,ఇండియన్_ఫిగ్,ഇന്ത്യൻ_ചിത്രം,भारतीय_चित्र,ભારતીય_આકૃતિ,ভারতীয়_চিত্র,ଭାରତୀୟ_ଚିତ୍ର,ਭਾਰਤੀ_ਚਿੱਤਰ,انڈین_تصویر,भारतीय_चित्र
master_icons_4a4c8d08-0d8a-431b-af17-5e7e5ef18546,2026-01-14 12:20:48.145 +0530,,,fruit_076,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Jaboticaba.jpg,Jaboticaba,ಜಬೋಟಿಕಬ,जाबोटिकाबा,ஜபோடிகாபா,జబోటికాబా,ജബോട്ടികാബ,जाबोटीकाबा,જાબોટીકાબા,জাবোটিকাবা,ଜାବୋଟିକାବା,ਜਾਬੋਟੀਕਾਬਾ,جبوٹیکبا,जाबोटिकबा
master_icons_5013bb8f-1fcd-404d-8c35-368cd0a370cc,2026-01-14 12:20:48.145 +0530,,,fruit_077,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Jamun.jpg,Jamun,ನೇರಳೆ ಹಣ್ಣು,जामुन,ஜாமுன்,జామున్,ജാമുൻ,जांभूळ,જામુન,জামুন,ଜାମୁନ,ਜਾਮੁਨ,جامن,जामुन
master_icons_0df1ff95-4373-4d0a-bb06-3dc04d0d9988,2026-01-14 12:20:48.145 +0530,,,fruit_078,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Japanese_Persimmon.jpg,Japanese_Persimmon,ಜಪಾನೀಸ್ ಪರ್ಸಿಮನ್,जापानी तेंदू,ஜப்பானிய_பெர்சிமன்,జపనీస్_పెర్సిమోన్,ജാപ്പനീസ്_പെർസിമോൺ,जपानी_पर्सिमन,જાપાનીઝ_પર્સિમોન,জাপানি_পার্সিমন,ଜାପାନୀ_ପର୍ସିମନ୍,ਜਪਾਨੀ_ਪਰਸੀਮੋਨ,جاپانی_پرسیمون,जापानी_पर्सिमन
master_icons_68f38705-1cba-4c18-9622-fd7ba1a6a701,2026-01-14 12:20:48.145 +0530,,,fruit_079,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/June_Plum.jpg,June_Plum,ಜೂನ್ ಪ್ಲಮ್,जून प्लम,ஜூன்_பிளம்,జూన్_ప్లం,ജൂൺ_പ്ലം,जून_प्लम,જૂન_પ્લમ,জুন_প্লাম,ଜୁନ୍_ପ୍ଲମ୍,ਜੂਨ_ਪਲਮ,جون_پلم,जुन_प्लम
master_icons_559a2123-cb50-4b6d-a4bc-0efc7ad4fb25,2026-01-14 12:20:48.145 +0530,,,fruit_080,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Kaffir_Lime.jpg,Kaffir_Lime,ಕಫಿರ್ ನಿಂಬೆ,काफिर लाइम,காஃபிர்_சுண்ணாம்பு,కాఫీర్_లైమ్,കാഫിർ_ലൈം,काफिर_लाइम,કાફિર_લાઈમ,কাফির_লাইম,କାଫିର_ଲାଇମ୍,ਕਾਫਿਰ_ਲਾਈਮ,کافر_چونا,काफिर_लाइम
master_icons_05030c7b-177a-423b-b67e-c736a04186d0,2026-01-14 12:20:48.145 +0530,,,fruit_081,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Kakadu_Plum.jpg,Kakadu_Plum,ಕಾಕಡು ಪ್ಲಮ್,काकाडू प्लम,ககாடு_பிளம்,కాకడు_ప్లం,കക്കാട്_പ്ലം,काकडू_प्लम,કાકડુ_પ્લમ,কাকাডু_প্লাম,କାକାଡୁ_ପ୍ଲମ୍,ਕਾਕਾਡੂ_ਪਲਮ,کاکاڈو_پلم,काकाडु_प्लम
master_icons_1ab6c262-bad5-4731-8042-de5e891c0caa,2026-01-14 12:20:48.145 +0530,,,fruit_082,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Kei_Apple.jpg,Kei_Apple,ಕೆಯಿ ಆಪಲ್,केई सेब,கீ_ஆப்பிள்,కెయి_ఆపిల్,കീ_ആപ്പിൾ,केई_अ‍ॅपल,કેઇ_એપલ,কেই_অ্যাপল,କେଇ_ଆପଲ,ਕੇਈ_ਐਪਲ,کی_ایپل,केइ_एप्पल
master_icons_8e4b9c25-d686-4d9c-9f05-c5468fb82670,2026-01-14 12:20:48.145 +0530,,,fruit_083,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Kiwi.jpg,Kiwi,ಕಿವಿ ಹಣ್ಣು,कीवी,கிவி,కివి,കിവി,किवी,કિવિ,কিউই,କିୱି,ਕੀਵੀ,کیوی,किवी
master_icons_184c1109-96bb-4b91-9356-4abb95d1fe7b,2026-01-14 12:20:48.145 +0530,,,fruit_084,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Lime.jpg,Lime,ನಿಂಬೆ,नींबू,எலுமிச்சை,నిమ్మకాయ,നാരങ്ങ,चुना,ચૂનો,লেবু,ଲାଇମ୍,ਚੂਨਾ,چونا,कागती
master_icons_0ece0dfb-e5d3-4b9d-9221-b230dfd9d970,2026-01-14 12:20:48.145 +0530,,,fruit_085,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Longan.jpg,Longan,ಲಾಂಗನ್,लोंगन,லோங்கன்,లాంగన్,ലോങ്ങൻ,लोंगन,લોંગન,লংগান,ଲୋଙ୍ଗାନ୍,ਲੋਂਗਨ,چینی لیچی,लोङ्गान
master_icons_4ef5a66f-0dec-45af-ad17-164272692187,2026-01-14 12:20:48.145 +0530,,,fruit_086,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Loquat.jpg,Loquat,ಲಕ್ವೋಟ,लोकाट,லோக்வாட்,లోక్వాట్,ലോക്വാട്ട്,लोक्वाट,લોક્વેટ,লোকোয়াট,ଲୋକାଟ୍,ਲੋਕਾਟ,لوکاٹ,लोक्वाट
master_icons_8cc8ce45-9156-4dc7-bbcd-dbe5272363ee,2026-01-14 12:20:48.145 +0530,,,fruit_087,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Lychee.jpg,Lychee,ಲಿಚಿ,लीची,லிச்சி,లిచీ,ലിച്ചി,लीची,લીચી,লিচু,ଲିଚି,ਲੀਚੀ,لیچی,लिची
master_icons_d85644e5-563b-42e1-b7dc-6b88370972dc,2026-01-14 12:20:48.145 +0530,,,fruit_088,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Mangosteen.jpg,Mangosteen,ಮ್ಯಾಂಗೋಸ್ಟೀನ್,मैंगोस्टीन,மங்குஸ்தான்,మాంగోస్టీన్,മാംഗോസ്റ്റീൻ,मँगोस्टीन,મેંગોસ્ટીન,ম্যাঙ্গোস্টিন,ମାଙ୍ଗୋଷ୍ଟିନ୍,ਮੈਂਗੋਸਟੀਨ,منگوسٹین,म्याङ्गोस्टिन
master_icons_5c067036-eca4-492b-8a0b-539e7f32ffc9,2026-01-14 12:20:48.145 +0530,,,fruit_089,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Marmalade_Plum.png,Marmalade_Plum,ಮಾರ್ಮಲೇಡ್ ಪ್ಲಮ್,मारमलेड प्लम,மர்மலேட்_பிளம்,మార్మాలాడే_ప్లం,മാർമാലേഡ്_പ്ലം,मुरंबा_प्लम,મુરબ્બો_આલુ,মার্মালেড_প্লাম,ମାର୍ମାଲେଡ୍_ପ୍ଲମ୍,ਮੁਰੱਬਾ_ਬੇਰੂ,مارملیڈ_پلم,मुरब्बा_प्लम
master_icons_bbe2609a-8430-4139-90f8-17a0aa77be2e,2026-01-14 12:20:48.145 +0530,,,fruit_090,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Mayapple.jpg,Mayapple,ಮೇ ಆಪಲ್,मेऐप्पल,மாயாப்பிள்,మాయాపిల్,മായപ്പിൾ,मेअॅपल,મેયએપલ,মায়াপেল,ମାୟାପଲ୍,ਮੇਐਪਲ,میاپل,म्याएप्पल
master_icons_80eb37a5-dac7-4026-87c1-5f492ba03d02,2026-01-14 12:20:48.145 +0530,,,fruit_091,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Medlar.jpg,Medlar,ಮೆಡ್ಲರ್,मेडलर,மெட்லர்,మెడ్లర్,മെഡ്‌ലർ,मेडलर,મેડલર,মেডলার,ମେଡଲାର୍,ਮੈਡਲਰ,میڈلر,मेडलर
master_icons_6948eb06-b799-4613-a243-55d497a4c5db,2026-01-14 12:20:48.145 +0530,,,fruit_092,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Monk%20Fruit.jpg,Monk_Fruit,ಮಾಂಕ್ ಫ್ರೂಟ್,मंक फ्रूट,துறவி_பழம்,మాంక్_ఫ్రూట్,മോങ്ക്_ഫ്രൂട്ട്,भिक्षू_फळ,સાધુ_ફળ,সন্ন্যাসী_ফল,ମଙ୍କ_ଫରୁଟ୍,ਮੋਂਕ_ਫਰੂਟ,مونک فروٹ,भिक्षु_फल
master_icons_d5f426a1-0049-4d68-a5c0-2c76d9b6efea,2026-01-14 12:20:48.145 +0530,,,fruit_093,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Mountain_Apple.jpg,Mountain_Apple,ಪನ್ನೀರ್ ನೇರಳೆ,माउंटेन एप्पल,மலை_ஆப்பிள்,మౌంటెన్_ఆపిల్,മൗണ്ടൻ_ആപ്പിൾ,माउंटन_अ‍ॅपल,માઉન્ટેન_એપલ,মাউন্টেন_অ্যাপল,ପର୍ବତ_ଆପଲ,ਪਹਾੜੀ_ਐਪਲ,ماؤنٹین_ایپل,माउन्टेन_एप्पल
master_icons_06294b91-5b0a-4e5e-8fa4-f768e71168c2,2026-01-14 12:20:48.145 +0530,,,fruit_094,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Naranjilla.jpg,Naranjilla,ನರಂಜಿಲ್ಲಾ,नरंजिला,நாரஞ்சில்லா,నరన్జిల్లా,നരഞ്ജില്ല,नारंजिला,નારંજિલા,নারানজিলা,ନାରାଞ୍ଜିଲା,ਨਾਰੰਜਿਲਾ,نارنجیلا,नारानजिल्ला
master_icons_e2df0983-00df-41a7-95eb-755e707b5226,2026-01-14 12:20:48.145 +0530,,,fruit_095,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Nashi_Pear.jpg,Nashi_Pear,ನಾಶಿ ಪಿಯರ್,नाशी नाशपाती,நாஷி_பேரிக்காய்,నాషి_పియర్,നാഷി_പിയർ,नाशी_नाशपाती,નાશી_નાશપતી,নাশি_নাশপাতি,ନାଶି_ନାସପାତି,ਨਾਸ਼ੀ_ਨਾਸ਼ਪਾਤੀ,ناشی_ناشپاتی,नाशी_नासपाती
master_icons_f8c7f1f0-adc3-4fa5-8f02-b7363bda153e,2026-01-14 12:20:48.145 +0530,,,fruit_096,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Natal_Plum.jpg,Natal_Plum,ನಟಾಲ್ ಪ್ಲಮ್,नताल बेर,நேட்டல்_பிளம்,నాటల్_ప్లం,നേറ്റൽ_പ്ലം,नेटल_प्लम,નેટલ_પ્લમ,নাটাল_প্লাম,ନାଟାଲ୍_ପ୍ଲମ୍,ਨੇਟਲ_ਪਲਮ,ناٹال پلم,नेटल_प्लम
master_icons_3c63392c-59ff-40fb-83a6-27b7b08a12a2,2026-01-14 12:20:48.145 +0530,,,fruit_097,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Nectarine.jpg,Nectarine,ನೆಕ್ಟರಿನ್,नेक्टरीन,நெக்டரைன்,నెక్టరైన్,നെക്റ്ററൈൻ,नेक्टरिन,નેક્ટરીન,নেক্টারিন,ଅମୃତଭଣ୍ଡା,ਨੈਕਟਰੀਨ,آڑو کی ایک قسم,नेक्टारिन
master_icons_5bafef20-7544-4d79-8604-93634fe0f552,2026-01-14 12:20:48.145 +0530,,,fruit_098,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Nutmeg.jpg,Nutmeg,ಜಾಜಿಕಾಯಿ,जायफल,ஜாதிக்காய்,జాజికాయ,ജാതിക്ക,जायफळ,જાયફળ,জায়ফল,ଜାଇଫଳ,ਜਾਇਫਲ,جائفل,जायफल
master_icons_b60d7308-637e-46e7-868b-3c970b5050d3,2026-01-14 12:20:48.145 +0530,,,fruit_099,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Okra.jpg,Okra,ಬೆಂಡೆಕಾಯಿ,भिंडी,வெண்டைக்காய்,బెండ,വെണ്ടക്ക,भेंडी,ભીંડા,ঢেঁড়স,ଓକରା,ਭਿੰਡੀ,بھنڈی,भेंडी
master_icons_40703ab3-ae8e-4899-943f-d7022b903a02,2026-01-14 12:20:48.145 +0530,,,fruit_100,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Olive.jpg,Olive,ಆಲಿವ್,जैतून,ஆலிவ்,ఆలివ్,ഒലിവ്,ऑलिव्ह,ઓલિવ,জলপাই,ଅଲିଭ୍,ਜੈਤੂਨ,زیتون,जैतुन
master_icons_f086328f-d9e2-4d4e-854e-c1ed158b7b64,2026-01-14 12:20:48.145 +0530,,,fruit_101,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Oregon_Grape.jpg,Oregon_Grape,ಒರೆಗಾನ್ ದ್ರಾಕ್ಷಿ,ओरेगन अंगूर,ஒரேகான்_திராட்சை,ఒరెగాన్_గ్రేప్,ഒറിഗോൺ_ഗ്രേപ്പ്,ओरेगॉन_द्राक्षे,ઓરેગોન_દ્રાક્ષ,ওরেগন_আঙ্গুর,ଓରେଗନ୍_ଗ୍ରେପ୍,ਓਰੇਗਨ_ਅੰਗੂਰ,اوریگون_انگور,ओरेगन_अङ्गुर
master_icons_ccfbdf32-ca2d-4b40-9aa2-851592f70780,2026-01-14 12:20:48.145 +0530,,,fruit_102,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Otaheite_Gooseberry.jpg,Otaheite_Gooseberry,ಕಿರುನೆಲ್ಲಿ,हरफ रेवड़ी,ஒட்டஹீட்_நெல்லிக்காய்,ఒటాహైట్_గూస్బెర్రీ,ഒട്ടാഹൈറ്റ്_നെല്ലിക്ക,ओटाहाइट_गुसबेरी,ઓટાહીઇટ_ગૂસબેરી,ওটাহাইট_গুজবেরি,ଓଟାହାଇଟ_ଗୁଜବେରୀ,ਓਟਾਹਾਈਟ_ਕਰੌਦਾ,ہرفاروری,ओटाहाइट_गुजबेरी
master_icons_e34959cc-aa53-44e7-80c1-74de861e2dba,2026-01-14 12:20:48.145 +0530,,,fruit_103,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Papaya.jpg,Papaya,ಪಪ್ಪಾಯ,पपीता,பப்பாளி,బొప్పాయి,പപ്പായ,पपई,પપૈયા,পেঁপে,ପପାଇ,ਪਪੀਤਾ,پپیتا,मेवा
master_icons_c768042a-61d4-45b8-b592-d9beb36f77c2,2026-01-14 12:20:48.145 +0530,,,fruit_104,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Passion_Fruit.jpg,Passion_Fruit,ಪ್ಯಾಶನ್ ಫ್ರೂಟ್,पैशन फ्रूट,பேரார்வம்_பழம்,అభిరుచి_పండు,പാഷൻ_ഫ്രൂട്ട്,आवड_फळ,પેશન_ફ્રુટ,আবেগ_ফল,ପ୍ୟାସନ_ଫ୍ରୁଟ୍,ਜਨੂੰਨ_ਫਲ,پیشن فروٹ,जोश_फल
master_icons_6798ffb9-f694-4497-b2e7-d180f159fd21,2026-01-14 12:20:48.145 +0530,,,fruit_105,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Persimmon.jpg,Persimmon,ಪರ್ಸಿಮನ್,जापानी तेंदू,பேரிச்சம்பழம்,ఖర్జూరం,പെർസിമോൺ,पर्सिमॉन,પર્સિમોન,পার্সিমন,ପର୍ସିମନ୍,ਪਰਸੀਮੋਨ,جاپانی پھل,पर्सिमोन
master_icons_60104530-cab0-4fbd-8920-c451ebbed0c0,2026-01-14 12:20:48.145 +0530,,,fruit_106,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Pitanga.jpg,Pitanga,ಪಿಟಂಗಾ,पिटांगा,பிடாங்கா,పిటాంగా,പിറ്റംഗ,पितांगा,પિટાંગા,পিটাঙ্গা,ପିତାଙ୍ଗା,ਪਿਟੰਗਾ,پتنگا,पिटाङ्गा
master_icons_805520f3-9868-49a8-9fbc-95f785476cba,2026-01-14 12:20:48.145 +0530,,,fruit_107,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Pomelo.jpg,Pomelo,ಚಕ್ಕೋತ,चकोतरा,பொமலோ,పోమెలో,പോമെലോ,पोमेलो,પોમેલો,পোমেলো,ପୋମେଲୋ,ਪੋਮੇਲੋ,چکوترا,पोमेलो
master_icons_d337308f-03b0-40e3-a092-8ffb4eea7454,2026-01-14 12:20:48.145 +0530,,,fruit_108,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Prickly_Pear.jpg,Prickly_Pear,ಪಾಪಾಸುಕಳ್ಳಿ,नागफनी,முட்கள் நிறைந்த_பேரிக்காய்,ప్రిక్లీ_పియర్,പ്രിക്ലി_പിയർ,काटेरी_नाशपाती,કાંટાદાર_નાસપતી,কাঁটাযুক্ত_নাশপাতি,ପ୍ରିକଲି_ପିଆର୍,ਪ੍ਰਿਕਲੀ_ਪੀਅਰ,کانٹے دار_ناشپاتی,काँटेदार_नासपाती
master_icons_b80752b9-2fc6-404b-8698-bdc163e7af7f,2026-01-14 12:20:48.145 +0530,,,fruit_109,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Quandong.jpg,Quandong,ಕ್ವಾಂಡಾಂಗ್,क्वान्डोंग,குவாண்டோங்,క్వాండాంగ్,ക്വാണ്ടോങ്,क्वांडोंग,ક્વાનડોંગ,কোয়ানডং,କ୍ୱାନଡୋଙ୍ଗ୍,ਕਵਾਂਡੋਂਗ,کوانڈونگ,क्वान्डोङ
master_icons_2e4e9734-8084-4232-8022-aa86597907a3,2026-01-14 12:20:48.145 +0530,,,fruit_110,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Quince.jpg,Quince,ಸೀಮೆ ಮಾವು,बही,சீமைமாதுளம்பழம்,క్విన్స్,ക്വിൻസ്,त्या फळाचे झाड,તેનું ઝાડ,কুইন্স,କ୍ରିନସ୍,ਕੁਇਨਸ,سفرجل,क्विन्स
master_icons_cd410e5d-c986-4a80-a1fb-8a4e8f6448bd,2026-01-14 12:20:48.145 +0530,,,fruit_111,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Rambutan.jpg,Rambutan,ರಂಬುಟಾನ್,रामबुतान,ரம்புட்டான்,రంబుటాన్,റംബുട്ടാൻ,रॅम्बुटन,રામબુટન,রাম্বুটান,ରାମବୁଟାନ୍,ਰਾਮਬੂਟਨ,رامبوتان,रामबुटान
master_icons_aa85cb3a-ebea-4b56-a7c8-af384e624e86,2026-01-14 12:20:48.145 +0530,,,fruit_113,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Red_Currant.jpeg,Red_Currant,ರೆಡ್ ಕರಂಟ್,लाल किशमिश,சிவப்பு_திராட்சை வத்தல்,ఎరుపు_ఎండుద్రాక్ష,ചുവപ്പ്_ഉണക്കമുന്തിരി,लाल_बेदाणा,લાલ_કિસમિસ,লাল_কারেন্ট,ଲାଲ_କରଣ୍ଟା,ਲਾਲ_ਕਰੈਂਟ,لال کشمش,रातो_करेन्ट
master_icons_799a564d-0a16-4cb9-9bd7-064f29f621a6,2026-01-14 12:20:48.145 +0530,,,fruit_114,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Rose_Apple.jpg,Rose_Apple,ಪನ್ನೀರ್ ನೇರಳೆ,गुलाब जामुन फल,ரோஜா_ஆப்பிள்,రోజ్_ఆపిల్,റോസ്_ആപ്പിൾ,गुलाब_सफरचंद,ગુલાબ_સફરજન,গোলাপ_আপেল,ଗୋଲାପ ଆପଲ,ਗੁਲਾਬ_ਸੇਬ,گلاب_ایپل,गुलाब_स्याउ
master_icons_d3b6eba5-8327-4d39-9996-f0be8615c4c0,2026-01-14 12:20:48.145 +0530,,,fruit_115,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Rowan_Berry.jpg,Rowan_Berry,ರೋವಾನ್ ಬೆರ್ರಿ,रोवन बेरी,ரோவன்_பெர்ரி,రోవాన్_బెర్రీ,റോവൻ_ബെറി,रोवन_बेरी,રોવાન_બેરી,রোয়ান_বেরি,ରୋୱାନ_ବେରୀ,ਰੋਵਨ_ਬੇਰੀ,روون_بیری,रोवन_बेरी
master_icons_f6d56afc-8786-4f40-b564-e2c95a27053e,2026-01-14 12:20:48.145 +0530,,,fruit_116,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Soursop.jpg,Soursop,ಲಕ್ಷ್ಮಣ ಫಲ,लक्ष्मण फल,சோர்சாப்,సోర్సాప్,സോർസോപ്പ്,सोर्सॉप,સોર્સોપ,সোরসপ,ସୋର୍ସପ୍,ਸੌਰਸੋਪ,ساورسپ,सोर्सप
master_icons_4a2564d1-a419-4f77-8aff-dbfcba715fb1,2026-01-14 12:20:48.145 +0530,,,fruit_117,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Starfruit.jpg,Starfruit,ಕಾರೆ ಹಣ್ಣು,कमरख,நட்சத்திரப்பழம்,స్టార్‌ఫ్రూట్,സ്റ്റാർഫ്രൂട്ട്,स्टारफ्रूट,સ્ટારફ્રૂટ,তারাফল,ଷ୍ଟାରଫ୍ରୁଟ୍,ਸਟਾਰਫਰੂਟ,اسٹار فروٹ,स्टारफ्रुट
master_icons_cf998a08-705a-4e1c-9c03-066b9e672203,2026-01-14 12:20:48.145 +0530,,,fruit_118,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Sweet_Cherry.jpg,Sweet_Cherry,ಸಿಹಿ ಚೆರ್ರಿ,मीठी चेरी,இனிப்பு_செர்ரி,స్వీట్_చెర్రీ,മധുരം_ചെറി,गोड_चेरी,સ્વીટ_ચેરી,মিষ্টি_চেরি,ସ୍ୱିଟ୍_ଚେରି,ਸਵੀਟ_ਚੈਰੀ,میٹھی_چیری,स्वीट_चेरी
master_icons_222afd1e-8386-4d11-abf3-ae393ef8a196,2026-01-14 12:20:48.145 +0530,,,fruit_119,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Sweet_Lime.jpg,Sweet_Lime,ಮೂಸಂಬಿ,मौसमी,இனிப்பு_சுண்ணாம்பு,స్వీట్_లైమ్,സ്വീറ്റ്_ലൈം,गोड_लिंबू,સ્વીટ_લાઈમ,মিষ্টি_চুন,ସ୍ୱିଟ୍_ଲାଇମ୍,ਸਵੀਟ_ਲਾਈਮ,میٹھا_چونا,मीठो_लाइम
master_icons_7bca9e4c-dff1-434e-b78a-6945cdbcc0d4,2026-01-14 12:20:48.145 +0530,,,fruit_120,fruit,https://kissansampurna-public.s3.ap-south-1.amazonaws.com/fruit/Tamarind.jpg,Tamarind,ಹುಣಸೆ ಹಣ್ಣು,इमली,புளி,చింతపండు,പുളി,चिंच,આમલી,তেঁতুল,ତେନ୍ତୁଳି,ਇਮਲੀ,املی,इमली
