Fruit Common Name ,Disease Name (Type),Treatment Methods,Scientific name
ಅನಾನಸ್,ಪಿಂಕ್ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಹಣ್ಣನ್ನು ಬೇಯಿಸಿದಾಗ ಅಥವಾ ಕ್ಯಾನಿಂಗ್ ಮಾಡುವಾಗ ಒಳಗಿನ ತಿರುಳು ಕಂದು-ಗುಲಾಬಿ ಬಣ್ಣಕ್ಕೆ ತಿರುಗುತ್ತದೆ. ಹಣ್ಣು ಅತಿಯಾಗಿ ಮಾಗುವ ಮುನ್ನವೇ ಕೊಯ್ಲು ಮಾಡಿ. ಮಳೆಗಾಲದಲ್ಲಿ ಕೊಯ್ಲು ತಪ್ಪಿಸಿ.,ಪಾಂಟೋಯಾ ಸಿಟ್ರಿಯಾ (ಪಿಂಕ್ ರೋಗ)
ಅನಾನಸ್,ಮಾರ್ಬ್ಲಿಂಗ್ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಹಣ್ಣಿನ ತಿರುಳು ಗಟ್ಟಿಯಾಗಿ ಕಂದು ಚುಕ್ಕೆಗಳಿರುತ್ತವೆ ಮತ್ತು ಕರುಕರುವಾಗಿರುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವ ಕತ್ತಿಯನ್ನು ಬ್ಲೀಚ್ ನಿಂದ ಸ್ವಚ್ಛಗೊಳಿಸಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ.,ಪಾಂಟೋಯಾ ಅನಾನಾಟಿಸ್
ಅನಾನಸ್,ಹಸಿರು ಕಾಯಿ ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಒದ್ದೆ ಮಣ್ಣಿನಲ್ಲಿ ಬೆಳೆಯುವ ಹಸಿರು ಕಾಯಿಗಳು ಕೊಳೆಯುತ್ತವೆ. ತಗ್ಗು ಪ್ರದೇಶದಲ್ಲಿ ಬೆಳೆಯಬೇಡಿ. ಕಳೆ ತೆಗೆಯುವಾಗ ಮಣ್ಣು ಗಿಡಕ್ಕೆ ಬೀಳದಂತೆ ನೋಡಿ. ಮಳೆ ಹೆಚ್ಚಿದ್ದರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮೆಟಾಲಾಕ್ಸಿಲ್ ಮತ್ತು ಮ್ಯಾಂಕೋಜೆಬ್ ಮಿಶ್ರಣ ಸಿಂಪಡಿಸಿ.,ಫೈಟೊಫ್ಥೋರಾ ಪ್ರಭೇದ
ಅನಾನಸ್,ಒರಟು ತಿರುಳು / ಲೆದರಿ ಪಾಕೆಟ್  (ಸಮಸ್ಯೆ),ಒಳಗಿನ ತಿರುಳು ಅಲ್ಲಲ್ಲಿ ಗಟ್ಟಿಯಾಗಿ ಒರಟಾಗುತ್ತದೆ (ಲೆದರ್ ತರಹ). ಇದು ಕೀಟ ಅಥವಾ ಒತ್ತಡದಿಂದ ಆಗುತ್ತದೆ. ಸರಿಯಾಗಿ ನೀರು ಕೊಡಿ. ಕಾಯಿ ಬೆಳೆಯುವ ಆರಂಭದಲ್ಲಿ 1 ಲೀಟರ್ ನೀರಿಗೆ 5 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ ಕೀಟ ನಿಯಂತ್ರಿಸಿ.,ಪೆನಿಸಿಲಿಯಮ್ ಫ್ಯೂನಿಕ್ಯುಲೋಸಮ್ (ಲೆದರಿ ಪಾಕೆಟ್)
ಪ್ಲಮ್ ಹಣ್ಣು,ಕಂದು ಕೊಳೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಬೂದು ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಚಳಿಗಾಲದಲ್ಲಿ ಮರದಲ್ಲಿ ಉಳಿದ ಒಣಗಿದ ಹಣ್ಣುಗಳನ್ನು (ಮಮ್ಮಿ) ಸುಟ್ಟುಹಾಕಿ. ಹೂವು ಅರಳುವಾಗ ಮತ್ತು ಕೊಯ್ಲಿಗೆ 2 ವಾರ ಮುಂಚೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕ್ಯಾಪ್ಟಾನ್ ಅಥವಾ 1 ಮಿ.ಲೀ ಟೆಬುಕ್ಯಾನಜೋಲ್ ಸಿಂಪಡಿಸಿ.,ಮೊನಿಲಿನಿ ಫ್ರಕ್ಟಿಕೋಲಾ
ಪ್ಲಮ್ ಹಣ್ಣು,ಪಾಕೆಟ್ ರೋಗ / ಬಲೂನ್ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣು ಬಲೂನ್ ನಂತೆ ಊದಿಕೊಂಡು ಟೊಳ್ಳಾಗುತ್ತದೆ ಮತ್ತು ಬಣ್ಣ ಕಳೆದುಕೊಳ್ಳುತ್ತದೆ. ವಿರೂಪಗೊಂಡ ಹಣ್ಣುಗಳನ್ನು ನಾಶಪಡಿಸಿ. ವಸಂತಕಾಲದ ಆರಂಭದಲ್ಲಿ ಮೊಗ್ಗು ಒಡೆಯುವ ಮುನ್ನ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ ಲೈಮ್ ಸಲ್ಫರ್ ಸಿಂಪಡಿಸಿ.,ಟಾಫ್ರಿನಾ ಪ್ರೂನಿ
ಪ್ಲಮ್ ಹಣ್ಣು,ಬ್ಯಾಕ್ಟೀರಿಯಾ ಮಚ್ಚೆ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ತಗ್ಗು ಚುಕ್ಕೆಗಳು ಬಂದು ಬಿರುಕು ಬಿಡುತ್ತದೆ. ತಗ್ಗು ಪ್ರದೇಶದಲ್ಲಿ ಗಿಡ ನೆಡಬೇಡಿ. ಹೂವಿನ ದಳ ಉದುರುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ (ಎಚ್ಚರಿಕೆಯಿಂದ ಬಳಸಿ) ಅಥವಾ ಅಗ್ರಿಮೈಸಿನ್ ಸಿಂಪಡಿಸಿ.,ಝಾಂಥೋಮೋನಾಸ್ ಅರ್ಬೊರಿಕೋಲಾ pv. ಪ್ರೂನಿ
ಪ್ಲಮ್ ಹಣ್ಣು,ಪ್ಲಮ್ ಸ್ಕ್ಯಾಬ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಆಲಿವ್ ಹಸಿರು ಚುಕ್ಕೆ ಬಂದು ನಂತರ ಕಪ್ಪಾಗುತ್ತದೆ. ಬಿಸಿಲು ಬೀಳಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಎಳೆ ಕಾಯಿಯ ಕವಚ ಸೀಳುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ ಕ್ಯಾಪ್ಟಾನ್ ಸಿಂಪಡಿಸಿ.,ವೆಂಚುರಿಯಾ ಕಾರ್ಪೊಫಿಲಾ
ಪ್ಲಮ್ ಹಣ್ಣು,ಪಾಕ್ಸ್ ವೈರಸ್ / ಶಾರ್ಕಾ  (ವೈರಸ್ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ತಿಳಿ ಬಣ್ಣದ ಉಂಗುರಗಳು ಕಾಣುತ್ತವೆ ಮತ್ತು ಹಣ್ಣು ವಿರೂಪಗೊಳ್ಳುತ್ತದೆ. ಇದಕ್ಕೆ ಔಷಧವಿಲ್ಲ. ರೋಗ ಬಂದ ಮರವನ್ನು ಬುಡಸಹಿತ ಕಿತ್ತು ಸುಟ್ಟುಹಾಕಿ. ಈ ವೈರಸ್ ಹರಡುವ ಜಿಗಿಹೇನುಗಳನ್ನು (Aphids) ನಿಯಂತ್ರಿಸಲು ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ.,ಪ್ಲಮ್ ಪಾಕ್ಸ್ ವೈರಸ್ (PPV)
ಪ್ಲಮ್ ಹಣ್ಣು,ಜೀರುಂಡೆ ಬಾಧೆ  (ಕೀಟ ಬಾಧೆ),"ಜೀರುಂಡೆ ಹಣ್ಣಿನ ಮೇಲೆ ಅರ್ಧಚಂದ್ರಾಕಾರದ ಗುರುತು ಮಾಡಿ ಮೊಟ್ಟೆ ಇಡುತ್ತದೆ, ಹುಳು ಒಳಗೆ ಕೊಳೆಯಿಸುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ಪ್ರತಿದಿನ ಹೂತುಹಾಕಿ. ಹೂವಿನ ದಳ ಉದುರಿದ ತಕ್ಷಣ 1 ಲೀಟರ್ ನೀರಿಗೆ 0.5 ಮಿ.ಲೀ ಇಮಿಡಾಕ್ಲೋಪ್ರಿಡ್ ಅಥವಾ 1.5 ಗ್ರಾಂ ಫಾಸ್ಮೆಟ್ ಸಿಂಪಡಿಸಿ.",ಪ್ಲಮ್ ಕರ್ಕ್ಯುಲಿಯೊ (ಕೊನೊಟ್ರಾಚೆಲಸ್ ನೆನುಫಾರ್)
ಪ್ಲಮ್ ಹಣ್ಣು,ಮೃದು ಕೊಳೆತ / ರೈಜೋಪಸ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಮಾಗಿದ ಹಣ್ಣು ಮೆತ್ತಗಾಗಿ ನೀರು ಒಸರುತ್ತದೆ ಮತ್ತು ಬಿಳಿ ಬೂಷ್ಟು ಬರುತ್ತದೆ. ಕೊಯ್ಲು ಮಾಡುವಾಗ ಹಣ್ಣಿಗೆ ಪೆಟ್ಟಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ಕೊಯ್ಲಿನ ನಂತರ ತಕ್ಷಣ ತಂಪು ಮಾಡಿ. ಹಣ್ಣನ್ನು ಪ್ರೊಪಿಕೊನಜೋಲ್ ದ್ರಾವಣದಲ್ಲಿ ಅದ್ದಿ ಪ್ಯಾಕ್ ಮಾಡಿ.,ರೈಜೋಪಸ್ ಸ್ಟೋಲೋನಿಫರ್
ಪ್ಲಮ್ ಹಣ್ಣು,ಒರಟು ಚರ್ಮ / ಬೂದಿ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಎಳೆ ಕಾಯಿಗಳ ಮೇಲೆ ಬಿಳಿ ಪುಡಿ ಬಂದು ಹೋದ ನಂತರ ಸಿಪ್ಪೆ ಕಂದು ಬಣ್ಣಕ್ಕೆ ತಿರುಗಿ ಒರಟಾಗುತ್ತದೆ (ರಸ್ಸೆಟಿಂಗ್). ತೇವಾಂಶ ಕಡಿಮೆ ಮಾಡಲು ಕೊಂಬೆ ಕತ್ತರಿಸಿ. ಹೂವಿನ ದಳ ಉದುರಿದಂದಿನಿಂದ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಕರಗುವ ಗಂಧಕ ಅಥವಾ 0.5 ಮಿ.ಲೀ ಮೈಕ್ಲೋಬ್ಯುಟಾನಿಲ್ ಸಿಂಪಡಿಸಿ.,ಸ್ಕ್ಯಾಬ್ / ಪೌಡರಿ ಮಿಲ್ಡ್ಯೂ (ಬೂದಿ ರೋಗ)
ದಾಳಿಂಬೆ,ದುಂಡಾಣು ರೋಗ / ಎಣ್ಣೆ ಮಚ್ಚೆ ರೋಗ  (ಬ್ಯಾಕ್ಟೀರಿಯಾ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಎಣ್ಣೆ ಮಚ್ಚೆಗಳು ಬಂದು ಕಾಯಿ ಸೀಳುತ್ತದೆ. ರೋಗ ಬಂದ ಕೊಂಬೆ ಮತ್ತು ಕಾಯಿಗಳನ್ನು ಕೂಡಲೇ ಕತ್ತರಿಸಿ ಸುಟ್ಟುಹಾಕಿ. ಕತ್ತರಿಸಿದ ಜಾಗಕ್ಕೆ ಬೋರ್ಡೋ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 0.5 ಗ್ರಾಂ ಸ್ಟ್ರೆಪ್ಟೋಸೈಕ್ಲಿನ್ ಮತ್ತು 2.5 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಬೆರೆಸಿ ಸಿಂಪಡಿಸಿ. ಮಳೆಗಾಲದಲ್ಲಿ 10-15 ದಿನಕ್ಕೊಮ್ಮೆ ಸಿಂಪಡಿಸಿ.,ಝಾಂಥೋಮೋನಾಸ್ ಆಕ್ಸಾನೋಪೋಡಿಸ್ pv. ಪ್ಯೂನಿಕೆ
ದಾಳಿಂಬೆ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಡು ಕಂದು ತಗ್ಗು ಚುಕ್ಕೆಗಳು ಬಂದು ಗಟ್ಟಿಯಾಗುತ್ತದೆ. ಒಣಗಿದ ಕಡ್ಡಿ ಮತ್ತು ಕೊಳೆತ ಕಾಯಿ ತೆಗೆಯಿರಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 1 ಮಿ.ಲೀ ಪ್ರೊಪಿಕೊನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಮೋಡ ಕವಿದ ವಾತಾವರಣವಿದ್ದರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ದಾಳಿಂಬೆ,ಒಳ ಕೊಳೆತ / ಹಾರ್ಟ್ ರಾಟ್  (ಶಿಲೀಂಧ್ರ ರೋಗ),"ಹಣ್ಣು ಹೊರಗಿನಿಂದ ಚೆನ್ನಾಗಿ ಕಂಡರೂ, ಒಳಗೆ ಕಪ್ಪಾಗಿ ಕೊಳೆತು ವಾಸನೆ ಬರುತ್ತದೆ. ಹೂವು ಬಿಡುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಸಿಂಪಡಿಸಿ. ಹೂವಿನ ತುದಿ ಒಡೆಯದಂತೆ ಬೋರಾನ್ ಮತ್ತು ಕ್ಯಾಲ್ಸಿಯಂ ಪೋಷಕಾಂಶ ನೀಡಿ.",ಆಲ್ಟರ್ನೇರಿಯಾ / ಆಸ್ಪರ್ಜಿಲಸ್ ಪ್ರಭೇದ
ದಾಳಿಂಬೆ,ಹಣ್ಣು ಒಡೆಯುವುದು / ಬಿರುಕು  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ನೀರಿನ ಏರುಪೇರು ಅಥವಾ ಬೋರಾನ್ ಕೊರತೆಯಿಂದ ಕಾಯಿ ಒಡೆಯುತ್ತದೆ. ಮಣ್ಣು ಪೂರ್ತಿ ಒಣಗಲು ಬಿಡದೆ ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ. ಕಾಯಿ ನಿಂಬೆ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಗ್ರಾಂ ಬೊರಾಕ್ಸ್ ಸಿಂಪಡಿಸಿ. ಮಣ್ಣಿನಲ್ಲಿ ತೇವಾಂಶ ಕಾಪಾಡಲು ಮಲ್ಚಿಂಗ್ ಮಾಡಿ.,ದೈಹಿಕ ಒಡೆಯುವಿಕೆ (ಬಿರುಕು)
ದಾಳಿಂಬೆ,ಬಿಸಿಲು ಆಘಾತ / ಸುಡುಗಾಯ  (ಭೌತಿಕ ಸಮಸ್ಯೆ),ಬಿಸಿಲು ಬೀಳುವ ಕಡೆ ಕಾಯಿ ಕಪ್ಪಾಗಿ ಅಥವಾ ಬಿಳಿಯಾಗಿ ಗಟ್ಟಿಯಾಗುತ್ತದೆ. ಕಾಯಿಗೆ ಕಾಗದದ ಚೀಲ ಅಥವಾ ಒಣ ಹುಲ್ಲಿನ ಹೊದಿಕೆ ಹಾಕಿ. ಗಿಡದಲ್ಲಿ ಎಲೆಗಳು ಕಾಯಿಗೆ ನೆರಳು ನೀಡುವಂತೆ ನೋಡಿಕೊಳ್ಳಿ. ವಿಪರೀತ ಬಿಸಿಲಿದ್ದರೆ 1 ಲೀಟರ್ ನೀರಿಗೆ 50 ಗ್ರಾಂ ಕಯೋಲಿನ್ ಜೇಡಿಮಣ್ಣು ಬೆರೆಸಿ ಸಿಂಪಡಿಸಿ.,ಬಿಸಿಲು ಆಘಾತ
ದಾಳಿಂಬೆ,ಕಾಯಿಕೊರಕ / ಚಿಟ್ಟೆ ಬಾಧೆ  (ಕೀಟ ಬಾಧೆ),"ಚಿಟ್ಟೆ ಹೂವಿನ ಮೇಲೆ ಮೊಟ್ಟೆ ಇಟ್ಟು, ಹುಳು ಒಳಗೆ ಸೇರಿ ಕೊಳೆಯಿಸುತ್ತದೆ. ಕಾಯಿ ನಿಂಬೆ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ ಬಟರ್ ಪೇಪರ್ ಅಥವಾ ಪಾಲಿಮರ್ ಚೀಲ ಹಾಕಿ. ರಂಧ್ರವಿರುವ ಕಾಯಿಗಳನ್ನು ನಾಶಪಡಿಸಿ. ಕಾಯಿ ಚಿಕ್ಕದಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ 0.3 ಮಿ.ಲೀ ಸ್ಪಿನೋಸ್ಯಾಡ್ ಸಿಂಪಡಿಸಿ.",ಡ್ಯೂಡೊರಿಕ್ಸ್ ಐಸೊಕ್ರೇಟ್ಸ್ (ಅನಾರ್ ಚಿಟ್ಟೆ)
ದಾಳಿಂಬೆ,ಸರ್ಕೋಸ್ಪೋರಾ ಕಪ್ಪು ಚುಕ್ಕೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ಚುಕ್ಕೆಗಳು ಬರುತ್ತವೆ. ತೋಟದಲ್ಲಿ ಕಳೆ ಮತ್ತು ಬಿದ್ದ ಎಲೆಗಳನ್ನು ತೆಗೆಯಿರಿ. 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಥಿಯೋಫನೇಟ್ ಮೀಥೈಲ್ ಅಥವಾ 2 ಗ್ರಾಂ ಕ್ಲೋರೋಥಲೋನಿಲ್ ಸಿಂಪಡಿಸಿ. ಚುಕ್ಕೆ ಮುಂದುವರಿದರೆ 15 ದಿನಗಳ ನಂತರ ಮತ್ತೆ ಸಿಂಪಡಿಸಿ.,ಸರ್ಕೋಸ್ಪೋರಾ ಪ್ಯೂನಿಕೆ
ದಾಳಿಂಬೆ,ಆಲ್ಟರ್ನೇರಿಯಾ ಹಣ್ಣು ಮಚ್ಚೆ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಕಿರೀಟದ (ತೊಟ್ಟು) ಬಳಿ ಕೆಂಪು-ಕಂದು ಚುಕ್ಕೆ ಬಂದು ಕೊಳೆಯುತ್ತದೆ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2.5 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಅಥವಾ 1 ಮಿ.ಲೀ ಟೆಬುಕ್ಯಾನಜೋಲ್ ಸಿಂಪಡಿಸಿ. ಗಾಳಿ ಆಡಲು ಹೆಚ್ಚುವರಿ ಕೊಂಬೆಗಳನ್ನು ಕತ್ತರಿಸಿ.,ಆಲ್ಟರ್ನೇರಿಯಾ ಆಲ್ಟರ್ನೇಟಾ
ಸಪೋಟ,ಆಂಥ್ರಾಕ್ನೋಸ್ / ಹಣ್ಣು ಕೊಳೆತ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಡು ಕಂದು ತಗ್ಗು ಚುಕ್ಕೆ ಬಂದು ಗಟ್ಟಿಯಾಗುತ್ತದೆ. ಒಣಗಿದ ಕೊಂಬೆಗಳನ್ನು ಕತ್ತರಿಸಿ. ಕಾಯಿ ಕಟ್ಟುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಗ್ರಾಂ ಕಾರ್ಬೆಂಡಾಜಿಮ್ ಅಥವಾ 2 ಗ್ರಾಂ ಮ್ಯಾಂಕೋಜೆಬ್ ಸಿಂಪಡಿಸಿ. ಬಿದ್ದ ಮತ್ತು ಕೊಳೆತ ಹಣ್ಣುಗಳನ್ನು ನಾಶಪಡಿಸಿ.,ಕೊಲೆಟೊಟ್ರೈಕಮ್ ಗ್ಲಿಯೋಸ್ಪೊರಿಯಾಯ್ಡ್ಸ್
ಸಪೋಟ,ಮಸಿ ರೋಗ  (ಕೀಟ ಬಾಧೆ),ಹಣ್ಣಿನ ಮೇಲೆ ಕಪ್ಪು ಮಸಿ ಆವರಿಸುತ್ತದೆ. ಕೀಟಗಳ ಸಿಹಿ ಸ್ರಾವದಿಂದ ಇದು ಬರುತ್ತದೆ. ಮಸಿ ಹೋಗಲಾಡಿಸಲು ಶೇ. 5 ರ ಮೈದಾ ಗಂಜಿ ದ್ರಾವಣ ಸಿಂಪಡಿಸಿ. ಕೀಟ ನಿಯಂತ್ರಿಸಲು 1 ಲೀಟರ್ ನೀರಿಗೆ 5 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಅಥವಾ 2 ಮಿ.ಲೀ ಡೈಮೆಥೋಯೇಟ್ ಸಿಂಪಡಿಸಿ.,ಕ್ಯಾಪ್ನೋಡಿಯಮ್ ಪ್ರಭೇದ
ಸಪೋಟ,ಬಂಧ ರೋಗ / ಚಪ್ಪಟೆ ಕೊಂಬೆ  (ವೈರಸ್/ಆನುವಂಶಿಕ),ಕೊಂಬೆ ಚಪ್ಪಟೆಯಾಗಿ ವಿರೂಪಗೊಳ್ಳುತ್ತದೆ ಮತ್ತು ಸಣ್ಣ ಕಾಯಿ ಬಿಡುತ್ತದೆ. ಚಪ್ಪಟೆ ಕೊಂಬೆಗಳನ್ನು ಕತ್ತರಿಸಿ ಬೋರ್ಡೋ ಪೇಸ್ಟ್ ಹಚ್ಚಿ. ರೋಗ ಬಂದ ಮರದ ಕಸಿ ಕಡ್ಡಿ ಬಳಸಬೇಡಿ. ಮರಕ್ಕೆ ಸರಿಯಾದ ಪೋಷಕಾಂಶ ನೀಡಿ.,ಫ್ಯಾಸಿಯೇಷನ್ / ಚಪ್ಪಟೆ ಕೊಂಬೆ
ಸಪೋಟ,ಕಾಯಿ ಉದುರುವಿಕೆ  (ಸಮಸ್ಯೆ),ನೀರಿನ ಒತ್ತಡ ಅಥವಾ ಉಷ್ಣಾಂಶ ಬದಲಾವಣೆಯಿಂದ ಎಳೆ ಕಾಯಿ ಉದುರುತ್ತದೆ. ಹೂವು ಬಿಡುವಾಗ ಮತ್ತು ಕಾಯಿ ಬಟಾಣಿ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ 18 ಲೀಟರ್ ನೀರಿಗೆ 4 ಮಿ.ಲೀ ಪ್ಲಾನೋಫಿಕ್ಸ್ (NAA) ಸಿಂಪಡಿಸಿ. ಬೇಸಿಗೆಯಲ್ಲಿ ನಿಯಮಿತವಾಗಿ ನೀರು ಕೊಡಿ.,ದೈಹಿಕ ಹಣ್ಣು ಉದುರುವಿಕೆ
ಸಪೋಟ,ಮೊಗ್ಗು ಕೊರಕ / ಚಿಕ್ಕು ಚಿಟ್ಟೆ  (ಕೀಟ ಬಾಧೆ),ಹುಳು ಮೊಗ್ಗು ಮತ್ತು ಎಳೆ ಕಾಯಿಗೆ ರಂಧ್ರ ಮಾಡಿ ತಿನ್ನುತ್ತದೆ. ಬಿದ್ದ ಮೊಗ್ಗು ಮತ್ತು ಕಾಯಿಗಳನ್ನು ತೆಗೆಯಿರಿ. ಬೆಳಕಿನ ಬಲೆ ಬಳಸಿ. ಮೊಗ್ಗು ಬರುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 2 ಮಿ.ಲೀ ಕ್ವಿನಾಲ್ಫಾಸ್ ಅಥವಾ 1 ಮಿ.ಲೀ ಪ್ರೊಫೆನೋಫಾಸ್ ಸಿಂಪಡಿಸಿ. ಕೊಯ್ಲಿಗೆ ಹತ್ತಿರವಿದ್ದಾಗ ಸಿಂಪಡಿಸಬೇಡಿ.,ಅನಾರ್ಸಿಯಾ ಅಕ್ರಾಸೆಲ್ಲಾ
ಸಪೋಟ,ಬೀಜ ಕೊರಕ ಹುಳು  (ಕೀಟ ಬಾಧೆ),ಸಣ್ಣ ಹುಳು ಕಾಯಿಯೊಳಗೆ ಸೇರಿ ಬೀಜ ತಿನ್ನುತ್ತದೆ. ಹೊರಗೆ ಕಾಯಿ ಚೆನ್ನಾಗಿ ಕಂಡರೂ ಒಳಗೆ ಕೆಟ್ಟಿರುತ್ತದೆ. ಬಿದ್ದ ಹಣ್ಣುಗಳನ್ನು ಸುಟ್ಟುಹಾಕಿ. ಕಾಯಿ ಗೋಲಿ ಗಾತ್ರದಲ್ಲಿದ್ದಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 1 ಮಿ.ಲೀ ಡೆಲ್ಟಾಮೆಥ್ರಿನ್ ಅಥವಾ 5 ಮಿ.ಲೀ ಬೇವಿನ ಎಣ್ಣೆ ಸಿಂಪಡಿಸಿ.,ಟ್ರೈಮಾಲಿಟಿಸ್ ಮಾರ್ಗಾರಿಟಾಸ್
ಸಪೋಟ,ಹಣ್ಣು ಚುಕ್ಕೆ ರೋಗ  (ಶಿಲೀಂಧ್ರ ರೋಗ),ಹಣ್ಣಿನ ಸಿಪ್ಪೆಯ ಮೇಲೆ ಗುಲಾಬಿ ಅಥವಾ ಕೆಂಪು-ಕಂದು ಚುಕ್ಕೆಗಳು ಬರುತ್ತವೆ. ಬಿಸಿಲು ಬೀಳಲು ಮರ ಕತ್ತರಿಸಿ. ಕಾಯಿ ಬೆಳೆಯುವಾಗ 1 ಲೀಟರ್ ನೀರಿಗೆ 3 ಗ್ರಾಂ ಕಾಪರ್ ಆಕ್ಸಿಕ್ಲೋರೈಡ್ ಅಥವಾ 1 ಗ್ರಾಂ ಥಿಯೋಫನೇಟ್ ಮೀಥೈಲ್ ಸಿಂಪಡಿಸಿ. ತೇವಾಂಶವಿದ್ದರೆ 20 ದಿನ ಬಿಟ್ಟು ಮತ್ತೆ ಸಿಂಪಡಿಸಿ.,ಫಿಯೋಫಿಯೋಸ್ಪೋರಾ ಇಂಡಿಕಾ
